"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 28 10:43:13 UTC 2026","Thu May 28 10:43:14 UTC 2026","1014","","test_e2e","TestBooker","","","Полный цикл: создание, обновление и удаление брони","
    Тест проверяет полный E2E цикл работы с бронированием:
    - Авторизация и получение токена
    - Создание новой брони
    - Получение и валидация брони по схеме
    - Полное обновление брони (PUT)
    - Частичное обновление брони (PATCH)
    - Удаление брони
    - Проверка что бронь удалена (404)
    "
